user_id,age,sex,last_month_salary
397,43,M,9533
398,23,F,2557
399,39,F,10054
400,51,M,
401,53,F,13000
402,25,M,
403,73,M,6292
404,56,F,6700
405,69,M,
406,34,F,
407,64,M,9750
408,31,M,8333
409,61,M,
410,47,F,
411,34,M,6334
412,66,M,8600
413,68,F,
414,48,M,3500
415,34,M,3000
416,28,F,1785
417,58,M,
418,58,F,23250
419,37,F,6506
420,60,M,
421,45,F,5000
422,78,M,3500
423,64,M,6000
424,63,F,11323
425,45,M,3516
426,40,F,16250
427,40,M,
428,57,M,6000
429,34,M,
430,31,F,
431,43,M,6583
432,43,M,5400
433,61,F,3750
434,46,M,13333
435,87,M,
436,39,F,6083
437,36,M,
438,61,F,2301
439,58,F,6750
440,31,M,5350
441,68,F,6459
442,75,M,
443,45,M,11833
444,54,F,
445,36,M,
446,76,F,10487
447,35,M,6666
448,54,M,7583
449,29,M,
450,70,F,25000
451,68,M,23200
452,47,M,7914
453,67,F,7700
454,33,M,10784
455,27,M,3400
456,32,F,5800
457,68,M,4200
458,48,F,11000
459,64,F,3250
460,50,M,8654
461,55,F,1750
462,59,M,4050
463,53,M,7005
464,44,F,1959
465,35,M,5605
466,50,F,
467,76,M,8333
468,46,M,8200
469,52,M,10976
470,39,F,4333
471,76,M,8400
472,73,M,3653
473,37,F,2000
474,33,M,2300
475,71,M,
476,44,F,15016
477,47,M,7917
478,41,F,2200
479,61,F,5427
480,50,M,
481,43,F,7933
482,46,M,10000
483,69,M,3400
484,78,F,8579
485,74,M,15916
486,62,F,9500
487,89,M,4755
488,90,M,7000
489,71,M,
490,77,F,4920
491,86,M,4583
492,36,M,7500
493,82,F,
494,33,M,10583
495,90,M,11000
496,73,F,4166
497,68,M,800
498,65,F,4450
499,47,F,6500
500,70,M,11348
501,31,F,3333
502,64,M,7494
503,39,M,13999
504,25,F,4200
505,58,M,17109
506,37,F,11666
507,55,M,
508,76,M,5977
509,57,M,
510,67,F,
511,55,M,5998
512,60,M,16425
513,25,F,2250
514,32,M,6584
515,62,M,9583
516,30,F,3183
517,73,M,
518,39,F,2656
519,25,F,2100
520,27,M,4033
521,41,F,0
522,62,M,4800
523,49,M,
524,33,F,7250
525,53,M,5205
526,44,F,6920
527,85,M,
528,38,M,1800
529,58,M,
530,48,F,3826
531,31,M,500
532,42,M,9916
533,30,F,5346
534,39,M,
535,57,M,16000
536,59,F,
537,50,M,12000
538,81,F,
539,44,F,7291
540,53,M,
541,56,F,3734
542,37,M,7535
543,82,M,9949
544,50,F,5908
545,50,M,
546,55,F,
547,24,M,
548,82,M,
549,62,M,3400
550,73,F,7500
551,38,M,3500
552,56,M,5000
553,55,F,3500
554,44,M,
555,59,M,3864
556,54,F,6000
557,42,M,10834
558,41,F,3333
559,41,F,4000
560,63,M,8475
561,70,F,5416
562,77,M,3280
563,50,M,5917
564,51,F,12750
565,57,M,5000
566,47,F,
567,73,M,7917
568,78,M,500
569,77,M,8881
570,72,F,9992
571,31,M,4547
572,42,M,8533
573,36,F,6583
574,57,M,6500
575,82,M,
576,53,F,
577,40,M,6666
578,37,F,3076
579,39,F,9167
580,26,M,
581,47,F,5166
582,63,M,7600
583,66,M,
584,63,F,
585,74,M,8567
586,29,F,
587,39,M,5916
588,59,M,8000
589,46,M,4889
590,51,F,4474
591,39,M,4954
592,34,M,5333
593,65,F,
594,80,M,4640
595,45,M,1750
596,62,F,4384
597,52,M,9500
598,50,F,3417
599,49,F,5490
600,57,M,3500
601,43,F,9000
602,34,M,
603,47,M,19800
604,51,F,7335
605,66,M,5300
606,43,F,5500
607,43,M,9416
608,67,M,4583
609,41,M,8600
610,72,F,9166
611,81,M,2400
612,73,M,
613,43,F,5900
614,64,M,
615,47,M,
616,50,F,7500
617,34,M,
618,32,F,5008
619,42,F,4889
620,48,M,5833
621,79,F,
622,47,M,2750
623,54,M,11800
624,81,F,4400
625,55,M,4960
626,32,F,1727
627,57,M,6034
628,59,M,6967
629,34,M,7307
630,49,F,14334
631,48,M,4094
632,56,M,6000
633,77,F,
634,64,M,5000
635,34,M,8340
636,48,F,
637,60,M,
638,74,F,2013
639,30,F,2590
640,59,M,2300
641,36,F,4834
642,42,M,9072
643,56,M,4793
644,43,F,8500
645,41,M,4300
646,51,F,1
647,46,M,12000
648,42,M,14250
649,45,M,13750
650,45,F,6750
651,65,M,9200
652,69,M,3628
653,65,F,13000
654,47,M,
655,43,M,10595
656,31,F,
657,33,M,1700
658,58,F,12000
659,45,F,5200
660,30,M,5000
661,29,F,1000
662,67,M,9307
663,53,M,7816
664,51,F,6000
665,64,M,7470
666,63,F,3200
667,67,M,5140
668,40,M,4975
669,45,M,9832
670,67,F,4500
671,32,M,
672,58,M,3649
673,43,F,10000
674,27,M,3240
675,43,M,
676,63,F,5660
677,30,M,6000
678,72,F,11000
679,75,F,701
680,60,M,
681,42,F,7968
682,64,M,7940
683,41,M,1050
684,66,F,14000
685,60,M,1800
686,32,F,6000
687,55,M,4700
688,51,M,1875
689,35,M,
690,50,F,4750
691,30,M,
692,59,M,8000
693,40,F,18500
694,59,M,12250
695,50,M,5975
696,27,F,7072
697,53,M,2826
698,73,F,
699,60,F,5600
700,64,M,8750
701,37,F,5916
702,30,M,3442
703,48,M,7002
704,30,F,1280
705,52,M,1
706,67,F,
707,43,M,3916
708,56,M,9000
709,45,M,13100
710,56,F,19000
711,55,M,3000
712,44,M,8416
713,34,F,6000
714,34,M,7083
715,71,M,6000
716,56,F,4937
717,39,M,5298
718,79,F,6501
719,69,F,4000
720,30,M,
721,73,F,
722,29,M,0
723,72,M,9583
724,59,F,
725,39,M,0
726,55,F,7500
727,77,M,
728,58,M,
729,38,M,20000
730,60,F,
731,46,M,4250
732,62,M,
733,51,F,14000
734,52,M,20000
735,73,M,5415
736,82,F,2700
737,28,M,8350
738,35,F,8100
739,61,F,7959
740,47,M,2995
741,83,F,1900
742,64,M,1
743,74,M,6000
744,39,F,
745,57,M,7000
746,34,F,82000
747,34,M,1971
748,28,M,2800
749,56,M,
750,32,F,2400
751,75,M,5500
752,46,M,16600
753,37,F,2550
754,63,M,8500
755,29,M,4300
756,74,F,
757,36,M,10000
758,70,F,7000
759,68,F,6853
760,63,M,3200
761,44,F,3416
762,24,M,3600
763,52,M,3200
764,54,F,
765,59,M,3700
766,84,F,1450
767,53,M,9100
768,78,M,16000
769,33,M,6250
770,40,F,
771,22,M,1000
772,62,M,8333
773,52,F,7700
774,68,M,
775,46,M,10000
776,55,F,12159
777,47,M,
778,38,F,18561
779,46,F,3583
780,33,M,7167
781,56,F,2505
782,45,M,5400
783,36,M,5900
784,37,F,2860
785,23,M,
786,40,F,
787,66,M,
788,71,M,5191
789,55,M,
790,47,F,
791,34,M,7953
792,75,M,3048
793,27,F,
794,62,M,7000
795,66,M,3416
796,22,F,929
797,63,M,6833
798,65,F,13916
799,58,F,7090
800,41,M,5850
801,24,F,2800
802,39,M,
803,66,M,7600
804,69,F,3400
805,53,M,3354
806,61,F,5000
807,53,M,11000
808,29,M,6250
809,34,M,
810,46,F,6108
811,51,M,3766
812,39,M,3821
813,63,F,2750
814,53,M,1070
815,75,M,13566
816,60,F,
817,42,M,6612
818,50,F,
819,69,F,
820,39,M,8083
821,47,F,3500
822,59,M,
823,35,M,
824,32,F,13200
825,37,M,500
826,53,F,
827,35,M,3500
828,46,M,10000
829,71,M,4500
830,63,F,3416
831,58,M,10829
832,44,M,12308
833,37,F,7000
834,51,M,3333
835,33,M,
836,67,F,14200
837,33,M,5500
838,45,F,8166
839,54,F,6800
840,81,M,
841,41,F,6833
842,62,M,4800
843,57,M,14858
844,78,F,7650
845,58,M,
846,39,F,
847,35,M,5242
848,57,M,5930
849,64,M,5000
850,46,F,5085
851,49,M,3520
852,35,M,3666
853,29,F,
854,57,M,7750
855,59,M,7900
856,48,F,4666
857,62,M,
858,63,F,7800
859,53,F,2250
860,73,M,3800
861,34,F,20000
862,63,M,
863,53,M,2600
864,41,F,7200
865,21,M,867
866,51,F,6750
867,58,M,11956
868,30,M,2458
869,67,M,0
870,49,F,16765
871,38,M,4686
872,49,M,3768
873,43,F,10000
874,24,M,
875,74,M,
876,52,F,11666
877,45,M,10600
878,48,F,3450
879,23,F,0
880,68,M,10200
881,71,F,5167
882,61,M,1100
883,52,M,2300
884,45,F,1700
885,67,M,4939
886,81,F,2500
887,51,M,5666
888,47,M,1
889,39,M,
890,47,F,4807
891,57,M,6666
892,42,M,9333
893,38,F,11000
894,40,M,7500
895,38,M,5000
896,43,F,2500
897,44,M,5210
898,36,F,8000
899,47,F,
900,67,M,800
901,31,F,7878
902,48,M,5200
903,50,M,2800
904,67,F,4666
905,33,M,
906,41,F,6125
907,71,M,4987
908,52,M,4534
909,35,M,
910,49,F,5845
911,78,M,4000
912,45,M,4800
913,44,F,10875
914,43,M,
915,80,M,5100
916,66,F,6666
917,40,M,9166
918,60,F,8333
919,56,F,
920,36,M,
921,88,F,
922,54,M,12066
923,56,M,3797
924,90,F,3473
925,43,M,2083
926,38,F,6080
927,72,M,7200
928,64,M,8188
929,79,M,4851
930,38,F,2650
931,52,M,2331
932,49,M,21500
933,75,F,18600
934,54,M,
935,49,M,4000
936,41,F,5000
937,39,M,5200
938,74,F,7904
939,43,F,5070
940,67,M,4500
941,22,F,2745
942,54,M,250
943,67,M,2916
944,81,F,7072
945,51,M,
946,87,F,
947,64,M,
948,46,M,6800
949,41,M,4218
950,31,F,3000
951,45,M,
952,59,M,6916
953,57,F,8847
954,72,M,5000
955,29,M,
956,57,F,6500
957,47,M,
958,49,F,18000
959,43,F,4684
960,61,M,3091
961,82,F,10933
962,28,M,4300
963,38,M,
964,62,F,5916
965,31,M,4076
966,81,F,5263
967,31,M,3555
968,55,M,5450
969,75,M,1700
970,55,F,
971,33,M,5035
972,79,M,3400
973,64,F,8000
974,55,M,1000
975,62,M,9500
976,56,F,
977,53,M,10000
978,57,F,18333
979,41,F,4800
980,34,M,
981,35,F,5000
982,52,M,
983,25,M,2240
984,50,F,1500
985,35,M,8000
986,40,F,0
987,42,M,
988,40,M,8333
989,73,M,7950
990,49,F,2544
991,58,M,8500
992,38,M,24000
993,68,F,
994,53,M,1182
995,66,M,12000
996,57,F,2674
997,58,M,21258
998,54,F,30000
999,75,F,2892
1000,56,M,4300
1001,40,F,15000
1002,67,M,13000
1003,56,M,6600
1004,41,F,2600
1005,51,M,11500
1006,64,F,
1007,64,M,2500
1008,33,M,8750
1009,39,M,6163
1010,60,F,
1011,27,M,1250
1012,23,M,6000
1013,48,F,11000
1014,61,M,9000
1015,28,M,3255
1016,38,F,3510
1017,47,M,7084
1018,51,F,8200
1019,62,F,11600
1020,44,M,6428
1021,62,F,4001
1022,60,M,7067
1023,66,M,
1024,48,F,5166
1025,70,M,
1026,30,F,3600
1027,23,M,1666
1028,58,M,4889
1029,50,M,
1030,56,F,4530
1031,26,M,2942
1032,35,M,4583
1033,50,F,3928
1034,65,M,10000
1035,54,M,4950
1036,40,F,6780
1037,71,M,
1038,75,F,
1039,59,F,2300
1040,80,M,
1041,73,F,4000
1042,54,M,9166
1043,61,M,10500
1044,63,F,8580
1045,70,M,11666
1046,48,F,22000
1047,44,M,3777
1048,62,M,12810
1049,58,M,5000
1050,86,F,5716
1051,51,M,7589
1052,50,M,4153
1053,55,F,5836
1054,75,M,2400
1055,64,M,13479
1056,64,F,7916
1057,62,M,4688
1058,56,F,1500
1059,79,F,2433
1060,57,M,13000
1061,66,F,9967
1062,70,M,5000
1063,74,M,2100
1064,58,F,
1065,59,M,3281
1066,52,F,3333
1067,30,M,1500
1068,49,M,4900
1069,61,M,10000
1070,41,F,2500
1071,76,M,2700
1072,45,M,0
1073,58,F,8333
1074,68,M,9000
1075,71,M,5700
1076,75,F,
1077,62,M,6000
1078,66,F,9300
1079,46,F,3800
1080,65,M,14325
1081,67,F,9300
1082,47,M,2535
1083,62,M,
1084,81,F,
1085,75,M,
1086,36,F,5000
1087,59,M,4709
1088,55,M,4250
1089,57,M,6500
1090,37,F,6250
1091,36,M,10400
1092,24,M,820
1093,27,F,2600
1094,81,M,3597
1095,55,M,7500
1096,44,F,8500
1097,66,M,
1098,63,F,8500
1099,30,F,
1100,43,M,0
1101,47,F,4798
1102,53,M,4500
1103,70,M,
1104,82,F,
1105,30,M,2750
1106,51,F,5200
1107,55,M,
1108,53,M,2400
1109,37,M,6000
1110,88,F,
1111,51,M,5000
1112,24,M,1879
1113,65,F,10395
1114,36,M,3940
1115,60,M,22799
1116,55,F,6000
1117,67,M,12374
1118,39,F,9900
1119,39,F,1
1120,59,M,
1121,88,F,
1122,49,M,3878
1123,44,M,13500
1124,49,F,4888
1125,89,M,2253
1126,32,F,3650
1127,70,M,6000
1128,48,M,4872
1129,46,M,8182
1130,30,F,3005
1131,45,M,4500
1132,65,M,4299
1133,67,F,14880
1134,53,M,8666
1135,53,M,5193
1136,60,F,12500
1137,63,M,19200
1138,60,F,9916
1139,47,F,8000
1140,66,M,3108
1141,23,F,1800
1142,29,M,2500
1143,66,M,
1144,55,F,
1145,47,M,
1146,78,F,5100
1147,75,M,
1148,47,M,1350
1149,50,M,
1150,43,F,9060
1151,62,M,
1152,56,M,12683
1153,38,F,3292
1154,59,M,7400
1155,44,M,11340
1156,44,F,4833
1157,54,M,2875
1158,22,F,929
1159,66,F,
1160,61,M,
1161,37,F,1872
1162,59,M,3156
1163,56,M,3224
1164,46,F,8867
1165,69,M,
1166,57,F,2705
1167,60,M,
1168,29,M,5600
1169,79,M,
1170,47,F,10548
1171,52,M,4270
1172,69,M,6001
1173,73,F,10357
1174,45,M,
1175,52,M,10380
1176,61,F,1
1177,50,M,5000
1178,54,F,12500
1179,61,F,
1180,60,M,16000
1181,56,F,
1182,47,M,5000
1183,63,M,
1184,62,F,
1185,54,M,4400
1186,82,F,6000
1187,46,M,6473
1188,39,M,7332
1189,33,M,2700
1190,51,F,
1191,44,M,2982
1192,49,M,7700
1193,60,F,5338
1194,75,M,75000
1195,40,M,11000
1196,51,F,1200
1197,60,M,8216
1198,52,F,4000
1199,67,F,6000
1200,47,M,16666
1201,43,F,8000
1202,38,M,5255
1203,68,M,6900
1204,60,F,5991
1205,35,M,6700
1206,67,F,4188
1207,61,M,
1208,77,M,2400
1209,58,M,
1210,42,F,1500
1211,49,M,6785
1212,49,M,11100
1213,54,F,24500
1214,59,M,5590
1215,62,M,9875
1216,43,F,3000
1217,51,M,5857
1218,58,F,5261
1219,34,F,5000
1220,43,M,14833
1221,68,F,
1222,57,M,27082
1223,55,M,
1224,63,F,7300
1225,54,M,1800
1226,55,F,3000
1227,63,M,7200
1228,38,M,2720
1229,48,M,6000
1230,51,F,6700
1231,52,M,8800
1232,30,M,4000
1233,83,F,19867
1234,52,M,10200
1235,43,M,8324
1236,60,F,
1237,47,M,6500
1238,32,F,4425
1239,48,F,33333
1240,27,M,3500
1241,26,F,6008
1242,24,M,
1243,46,M,7079
1244,44,F,8102
1245,31,M,5000
1246,26,F,4304
1247,30,M,5000
1248,54,M,1680
1249,37,M,6333
1250,56,F,
1251,69,M,
1252,75,M,
1253,73,F,
1254,44,M,3800
1255,86,M,3416
1256,40,F,5333
1257,73,M,1508
1258,75,F,6567
1259,39,F,8000
1260,40,M,6364
1261,74,F,4840
1262,49,M,10716
1263,31,M,3900
1264,48,F,3750
1265,53,M,5527
1266,59,F,
1267,80,M,
1268,49,M,7500
1269,78,M,10000
1270,55,F,
1271,51,M,19250
1272,38,M,4912
1273,45,F,
1274,65,M,
1275,48,M,
1276,98,F,950
1277,56,M,15000
1278,29,F,
1279,51,F,4000
1280,32,M,11744
1281,74,F,5395
1282,46,M,
1283,54,M,7578
1284,27,F,2700
1285,71,M,3989
1286,45,F,6141
1287,47,M,6600
1288,53,M,18000
1289,69,M,2208
1290,61,F,7500
1291,44,M,2400
1292,56,M,7000
1293,25,F,7083
1294,60,M,0
1295,77,M,6500
1296,35,F,6426
1297,44,M,12975
1298,70,F,4360
1299,26,F,1550
1300,86,M,6200
1301,87,F,3400
1302,45,M,14166
1303,33,M,4577
1304,34,F,5974
1305,33,M,5300
1306,69,F,9167
1307,56,M,17906
1308,51,M,4333
1309,37,M,2500
1310,43,F,3000
1311,50,M,5258
1312,25,M,
1313,34,F,8400
1314,74,M,2524
1315,54,M,8916
1316,41,F,
1317,56,M,5600
1318,47,F,
1319,66,F,
1320,30,M,3166
1321,67,F,5000
1322,45,M,3333
1323,29,M,5800
1324,71,F,3500
1325,62,M,3300
1326,38,F,3351
1327,53,M,
1328,32,M,
1329,54,M,2200
1330,30,F,4570
1331,71,M,
1332,50,M,6930
1333,61,F,3400
1334,50,M,2216
1335,71,M,
1336,60,F,2500
1337,60,M,865
1338,77,F,
1339,50,F,
1340,31,M,15800
1341,70,F,2000
1342,60,M,2900
1343,55,M,6500
1344,83,F,1700
1345,78,M,4759
1346,57,F,
1347,61,M,1599
1348,85,M,
1349,53,M,5527
1350,53,F,
1351,61,M,13458
1352,46,M,5700
1353,38,F,7890
1354,64,M,9000
1355,45,M,5209
1356,32,F,10416
1357,39,M,1200
1358,51,F,4675
1359,58,F,12041
1360,32,M,8375
1361,50,F,4583
1362,78,M,4188
1363,40,M,2704
1364,60,F,8000
1365,38,M,7654
1366,65,F,7000
1367,54,M,6760
1368,63,M,5817
1369,56,M,3100
1370,58,F,7221
1371,64,M,
1372,43,M,6641
1373,84,F,4583
1374,37,M,1916
1375,38,M,8950
1376,59,F,4200
1377,29,M,2500
1378,26,F,900
1379,43,F,20500
1380,63,M,
1381,67,F,11100
1382,70,M,3500
1383,37,M,6300
1384,42,F,
1385,64,M,11360
1386,30,F,2131
1387,45,M,5600
1388,51,M,2500
1389,58,M,17500
1390,72,F,3259
1391,49,M,7200
1392,27,M,800
1393,44,F,8400
1394,62,M,4583
1395,54,M,2210
1396,50,F,11583
1397,36,M,5466
1398,61,F,8999
1399,77,F,5000
1400,44,M,4097
1401,34,F,3750
1402,88,M,1950
1403,44,M,6666
1404,56,F,3300
1405,42,M,16908
1406,27,F,7900
1407,66,M,
1408,28,M,1458
1409,76,M,0
1410,36,F,6250
1411,36,M,14175
1412,55,M,1746
1413,57,F,
1414,63,M,18800
1415,80,M,299
1416,59,F,7125
1417,52,M,2600
1418,34,F,2500
1419,28,F,
1420,65,M,809
1421,45,F,2768
1422,68,M,4338
1423,69,M,3000
1424,48,F,6000
1425,36,M,1400
1426,36,F,3016
1427,50,M,
1428,64,M,11859
1429,55,M,3619
1430,43,F,
1431,53,M,
1432,31,M,5436
1433,60,F,
1434,43,M,9825
1435,44,M,7872
1436,36,F,
1437,56,M,17800
1438,50,F,8900
1439,44,F,6371
1440,58,M,833
1441,44,F,9166
1442,64,M,10000
1443,76,M,2415
1444,42,F,4000
1445,60,M,
1446,42,F,
1447,47,M,5600
1448,70,M,11819
1449,39,M,4885
1450,45,F,4762
1451,79,M,
1452,74,M,1669
1453,38,F,4750
1454,60,M,4200
1455,39,M,6666
1456,45,F,16667
1457,25,M,5500
1458,30,F,1900
1459,87,F,2000
1460,25,M,3800
1461,54,F,5500
1462,59,M,10500
1463,47,M,0
1464,32,F,5833
1465,52,M,1200
1466,40,F,5343
1467,80,M,4664
1468,48,M,8500
1469,51,M,7844
1470,36,F,9086
1471,44,M,3021
1472,57,M,11000
1473,55,F,
1474,63,M,2500
1475,60,M,6882
1476,84,F,
1477,49,M,6400
1478,75,F,2473
1479,24,F,4333
1480,54,M,12910
1481,61,F,4500
1482,56,M,
1483,33,M,3069
1484,62,F,15761
1485,50,M,
1486,52,F,3540
1487,67,M,
1488,67,M,14067
1489,45,M,5500
1490,85,F,
1491,41,M,7730
1492,61,M,5890
1493,43,F,5958
1494,43,M,16250
1495,53,M,4250
1496,54,F,
1497,53,M,6400
1498,50,F,4000
1499,78,F,3464
1500,42,M,9730
1501,64,F,2500
1502,60,M,11210
1503,42,M,1400
1504,68,F,
1505,53,M,8157
1506,43,F,7668
1507,35,M,0
1508,59,M,
1509,64,M,6900
1510,61,F,
1511,60,M,6750
1512,42,M,5050
1513,38,F,6400
1514,34,M,4883
1515,67,M,2500
1516,38,F,2768
1517,56,M,3600
1518,51,F,9000
1519,46,F,
1520,57,M,5999
1521,64,F,1554
1522,58,M,4637
1523,55,M,3200
1524,40,F,3709
1525,64,M,
1526,38,F,7083
1527,62,M,3000
1528,62,M,10312
1529,54,M,12400
1530,44,F,
1531,53,M,6375
1532,67,M,
1533,41,F,3750
1534,65,M,6582
1535,54,M,8050
1536,28,F,6000
1537,36,M,8125
1538,33,F,3400
1539,59,F,6316
1540,52,M,8558
1541,78,F,10416
1542,37,M,7100
1543,49,M,8335
1544,66,F,5500
1545,41,M,3400
1546,40,F,3500
1547,53,M,
1548,49,M,14583
1549,52,M,5583
1550,50,F,
1551,33,M,1300
1552,48,M,2824
1553,37,F,2700
1554,46,M,5290
1555,68,M,10500
1556,47,F,5000
1557,60,M,
1558,67,F,6300
1559,62,F,5700
1560,51,M,14700
1561,63,F,9166
1562,44,M,5566
1563,46,M,3866
