user_id,sex,age,age_category,dependents_c,dependents_category,last_month_salary_cleaned,default_flag,qty_loans_rs,qty_loans_ot,total_loans,with_bank_credit,using_lines_not_secured_personal_assets_cleaned,debt_ratio_cleaned,total_delayed_payments
9485,M,37,30-39,0,0,13258,0,3,19,22,1,0.087586817,0.37049259,0
24253,F,39,30-39,0,0,13258,0,2,7,9,1,0.028295149,0.279446858,0
28714,M,43,40-49,0,0,13258,0,3,7,10,1,0.031802688,0.363585457,0
14978,F,46,40-49,0,0,13258,0,3,8,11,1,0.889222214,0.539451051,0
23069,M,47,40-49,0,0,13258,0,1,7,8,1,0.933788643,0.44762669,0
13357,M,54,50-59,0,0,13258,0,1,8,9,1,0.691138481,0.68786808,0
9244,F,55,50-59,0,0,13258,0,4,5,9,1,0.171840626,0.270708139,0
10413,F,56,50-59,0,0,13258,0,2,11,13,1,0.288571342,0.58771871,0
3512,M,57,50-59,0,0,13258,0,2,6,8,1,0.469126358,0.288051029,0
17224,F,58,50-59,0,0,13258,0,0,4,4,1,0.003049191,0.053063993,0
2382,M,59,50-59,0,0,13258,0,1,5,6,1,0.9999999,0.13044399,0
9924,F,62,60-69,0,0,13258,0,2,17,19,1,0.887508719,0.320487674,0
16600,M,62,60-69,0,0,13258,0,3,8,11,1,0.067165567,0.160070457,0
1763,M,63,60-69,0,0,13258,0,2,5,7,1,0.023293726,0.126098626,0
27060,M,64,60-69,0,0,13258,0,1,6,7,1,0.049927591,0.02865844,0
29593,F,64,60-69,0,0,13258,0,0,5,5,1,0.015719022,0.001415068,0
27429,M,65,60-69,0,0,13258,0,0,4,4,1,0.1424578,0.013258438,0
7395,M,69,60-69,0,0,13258,0,1,12,13,1,0.023308812,0.122058529,0
35598,F,72,70-79,0,0,13258,0,2,4,6,1,0.116094195,0.198431232,1
23070,F,36,30-39,1,1,13258,0,4,5,9,1,0.424631464,0.232830143,0
13610,F,46,40-49,1,1,13258,0,6,20,26,1,0.327479495,0.605499673,0
4677,M,47,40-49,1,1,13258,0,3,9,12,1,0.124819448,0.239338862,0
7061,F,48,40-49,1,1,13258,0,2,11,13,1,0.414526011,0.252708894,0
13283,M,53,50-59,1,1,13258,0,2,11,13,1,0.297420919,0.214745128,0
1810,F,55,50-59,1,1,13258,0,3,13,16,1,0.143965334,0.484148036,1
6381,F,58,50-59,1,1,13258,0,3,7,10,1,0.11931661,0.123275027,0
31559,F,68,60-69,1,1,13258,0,3,11,14,1,0.042803241,0.417203011,0
20563,M,76,70-79,1,1,13258,0,1,5,6,1,0.0,0.089254881,0
26753,F,77,70-79,1,1,13258,0,1,2,3,1,0.020199192,0.210114574,0
29022,M,34,30-39,2,2,13258,0,1,14,15,1,0.723900208,0.183827206,0
30659,F,41,40-49,2,2,13258,0,2,7,9,1,0.707720007,0.208457954,0
20927,M,45,40-49,2,2,13258,0,2,3,5,1,0.010649468,0.264459765,0
5797,M,46,40-49,2,2,13258,0,1,28,29,1,0.027839079,0.116277616,0
27729,M,50,50-59,2,2,13258,0,5,11,16,1,0.488398671,0.448641391,0
12552,M,52,50-59,2,2,13258,0,4,4,8,1,0.9999999,0.365572894,0
25229,M,53,50-59,2,2,13258,0,2,5,7,1,0.073185213,0.224088796,0
26946,F,54,50-59,2,2,13258,0,2,1,3,1,0.043847808,0.254955824,0
28629,M,55,50-59,2,2,13258,0,2,7,9,1,0.034425423,0.220618266,0
2105,M,59,50-59,2,2,13258,0,2,19,21,1,0.342540208,0.318844917,0
9916,F,61,60-69,2,2,13258,0,2,5,7,1,0.354419864,0.23427259,0
9132,M,74,70-79,2,2,13258,0,3,12,15,1,0.049392269,0.418378179,0
15333,F,45,40-49,3,3+,13258,0,3,7,10,1,0.63604947,0.446197061,0
18213,F,45,40-49,3,3+,13258,0,0,9,9,1,0.007011552,0.037838486,0
24829,M,43,40-49,4,3+,13258,0,2,8,10,1,0.006852926,0.214854581,0
11324,F,50,50-59,5,3+,13258,0,1,5,6,1,0.006740552,0.16657656,0
24721,F,62,60-69,5,3+,13258,0,12,14,26,1,0.280345814,0.572461774,0
35182,M,34,30-39,0,0,13258,0,2,4,6,1,0.047116798,0.284432573,0
32923,M,37,30-39,0,0,13258,0,2,2,4,1,0.436493764,0.222314525,0
4106,F,54,50-59,0,0,13258,0,2,5,7,1,0.067089448,0.124294671,0
25727,M,55,50-59,0,0,13258,0,1,14,15,1,0.642027628,0.205286025,1
14127,M,56,50-59,0,0,13258,0,5,7,12,1,0.155549142,0.302100418,0
11029,M,57,50-59,0,0,13258,0,5,7,12,1,0.079947423,0.330891656,0
18089,M,58,50-59,0,0,13258,0,3,20,23,1,0.110243805,0.407039531,4
6700,M,61,60-69,0,0,13258,0,2,17,19,1,0.017813715,0.453812907,0
10375,M,66,60-69,0,0,13258,0,5,5,10,1,0.051732798,0.4204788,0
26410,F,66,60-69,0,0,13258,0,1,6,7,1,0.142107845,0.163274052,0
10813,F,67,60-69,0,0,13258,0,4,6,10,1,0.034444852,0.087261208,0
27958,F,68,60-69,0,0,13258,0,2,9,11,1,0.067859148,0.033477406,0
21988,M,69,60-69,0,0,13258,0,1,6,7,1,0.014833024,0.176487394,0
10095,M,71,70-79,0,0,13258,0,0,5,5,1,0.001659053,0.000109487,0
12408,M,76,70-79,0,0,13258,0,0,3,3,1,0.9999999,0.044197054,0
26314,M,60,60-69,1,1,13258,0,3,4,7,1,0.066170132,0.385885151,0
8986,F,63,60-69,1,1,13258,0,3,27,30,1,0.025459356,0.326794591,0
26164,F,65,60-69,1,1,13258,0,2,10,12,1,0.035940259,0.156878642,0
28134,M,69,60-69,1,1,13258,0,2,9,11,1,0.639173811,0.355482226,0
18578,F,71,70-79,1,1,13258,0,2,13,15,1,0.113044513,0.111635535,0
28221,F,37,30-39,2,2,13258,0,5,9,14,1,0.173121352,0.706764662,0
10521,F,41,40-49,2,2,13258,0,1,5,6,1,0.065649765,0.183176336,0
8837,M,43,40-49,2,2,13258,0,2,12,14,1,0.679513658,0.370297169,0
27450,F,44,40-49,2,2,13258,0,3,11,14,1,0.058784151,0.510863845,0
9106,F,45,40-49,2,2,13258,0,1,9,10,1,0.17320141,0.073483775,0
15007,M,52,50-59,2,2,13258,0,2,19,21,1,0.058294077,0.384571429,0
1288,M,53,50-59,2,2,13258,0,0,14,14,1,0.406587688,0.173823676,0
35030,F,55,50-59,2,2,13258,0,1,5,6,1,0.062476613,0.216715189,0
23240,M,72,70-79,2,2,13258,0,2,4,6,1,0.126906784,0.251449903,0
815,M,75,70-79,2,2,13258,0,1,13,14,1,0.412404873,0.186703029,0
31562,M,34,30-39,3,3+,13258,0,1,13,14,1,0.000140843,0.150713849,1
22172,M,45,40-49,3,3+,13258,0,1,11,12,1,0.005432985,0.164950744,0
1271,M,51,50-59,3,3+,13258,0,10,6,16,1,0.096714334,0.472546881,10
16443,M,51,50-59,3,3+,13258,0,2,9,11,1,0.154428632,0.191380292,0
3980,M,53,50-59,3,3+,13258,0,1,16,17,1,0.028170023,0.282201993,0
2642,M,54,50-59,3,3+,13258,0,4,5,9,1,0.043006867,0.264886756,0
21647,M,35,30-39,4,3+,13258,0,7,7,14,1,0.0,0.711080557,8
20184,F,45,40-49,4,3+,13258,0,2,13,15,1,0.970972011,0.333232901,0
14804,F,50,50-59,5,3+,13258,0,2,12,14,1,0.276649666,0.355037939,1
2929,M,55,50-59,5,3+,13258,0,1,9,10,1,0.027197175,0.260740639,0
12685,M,26,20-29,0,0,13258,0,0,18,18,1,0.001254838,0.014527535,0
19938,F,37,30-39,0,0,13258,0,1,3,4,1,0.71069422,0.155645369,0
24012,M,40,40-49,0,0,13258,0,3,13,16,1,0.138129187,0.455681737,0
20712,M,43,40-49,0,0,13258,0,3,12,15,1,0.31412868,0.365912941,0
21901,F,47,40-49,0,0,13258,0,1,7,8,1,0.664163203,0.210689466,0
26823,M,47,40-49,0,0,13258,0,1,4,5,1,0.442213945,0.078516859,0
8752,M,48,40-49,0,0,13258,0,0,17,17,1,0.138051035,0.071685039,0
17448,M,50,50-59,0,0,13258,0,4,20,24,1,0.25243618,0.406036154,0
5794,M,54,50-59,0,0,13258,0,0,2,2,1,0.062006448,0.002836157,0
28000,M,55,50-59,0,0,13258,0,5,9,14,1,0.0,0.622146198,0
3170,F,57,50-59,0,0,13258,0,2,7,9,1,0.01349865,0.024861737,0
17731,M,57,50-59,0,0,13258,0,3,6,9,1,0.069281046,0.39555915,0
18858,F,58,50-59,0,0,13258,0,2,20,22,1,0.603634089,0.522947541,0
27505,M,58,50-59,0,0,13258,0,2,9,11,1,0.201796166,0.239622936,0
4775,M,59,50-59,0,0,13258,0,2,13,15,1,0.786344194,0.446610692,0
34741,F,59,50-59,0,0,13258,0,0,17,17,1,0.077607155,0.076521919,0
10527,M,61,60-69,0,0,13258,0,1,10,11,1,0.393369036,0.319757182,2
20965,M,61,60-69,0,0,13258,0,3,13,16,1,0.000162978,1.112623676,0
23086,F,62,60-69,0,0,13258,0,0,9,9,1,0.559566347,0.104894755,0
8727,M,63,60-69,0,0,13258,0,7,15,22,1,0.184539383,0.523856095,0
28256,F,63,60-69,0,0,13258,0,4,21,25,1,0.67189543,0.368638875,1
27325,M,65,60-69,0,0,13258,0,2,16,18,1,0.235858927,0.460231829,2
6543,M,67,60-69,0,0,13258,0,1,22,23,1,0.226333421,0.005570279,1
23064,F,67,60-69,0,0,13258,0,0,5,5,1,0.057476396,0.003701745,2
25905,M,70,70-79,0,0,13258,0,2,17,19,1,0.0336422,0.22266995,0
18820,M,79,70-79,0,0,13258,0,1,9,10,1,0.034298571,0.143697126,0
1941,F,42,40-49,1,1,13258,0,0,6,6,1,0.810536288,0.079904002,2
2029,M,48,40-49,1,1,13258,0,2,5,7,1,0.155480565,0.018714832,4
31512,M,53,50-59,1,1,13258,0,3,5,8,1,0.259083131,0.535504358,0
1213,F,54,50-59,1,1,13258,0,0,7,7,1,0.178770531,0.008693523,0
18179,F,55,50-59,1,1,13258,0,4,4,8,1,0.065934767,0.29072348,0
19042,M,57,50-59,1,1,13258,0,4,19,23,1,0.004190092,0.733193703,2
19613,F,59,50-59,1,1,13258,0,2,8,10,1,0.22577957,0.303523788,0
30530,F,59,50-59,1,1,13258,0,2,9,11,1,0.000725267,0.175092651,0
8125,M,60,60-69,1,1,13258,0,0,3,3,1,0.495615298,0.026269459,1
7094,M,61,60-69,1,1,13258,0,1,17,18,1,0.003380255,0.073425439,0
17383,M,61,60-69,1,1,13258,0,3,1,4,1,0.059837606,0.215317994,0
21905,M,61,60-69,1,1,13258,0,0,7,7,1,0.644204852,0.06779278,1
16070,F,40,40-49,2,2,13258,0,1,1,2,1,0.299780015,0.196676066,0
20454,M,44,40-49,2,2,13258,0,2,3,5,1,0.119961112,0.301577098,0
1989,M,51,50-59,2,2,13258,0,2,4,6,1,0.103262294,0.373181106,1
25285,M,58,50-59,2,2,13258,0,1,7,8,1,0.435770861,0.261207711,0
8761,F,63,60-69,2,2,13258,0,3,10,13,1,0.100117998,0.216725436,0
14058,F,69,60-69,2,2,13258,0,2,13,15,1,0.558978398,0.477726114,0
6332,M,43,40-49,3,3+,13258,0,4,3,7,1,0.522095581,0.413989856,0
22579,F,46,40-49,3,3+,13258,0,3,11,14,1,0.869184486,0.239267951,2
1200,M,47,40-49,3,3+,13258,0,3,5,8,1,0.100253482,0.269034619,0
22676,F,50,50-59,3,3+,13258,0,2,7,9,1,0.674555227,0.442956274,0
29395,M,57,50-59,3,3+,13258,0,2,14,16,1,0.417027805,0.407205163,0
25156,F,49,40-49,4,3+,13258,0,3,8,11,1,0.368574938,0.228847822,0
21316,F,50,50-59,4,3+,13258,0,5,9,14,1,0.9999999,0.263974721,0
26704,F,50,50-59,4,3+,13258,0,2,12,14,1,0.821704108,0.504587648,0
30097,M,56,50-59,4,3+,13258,0,2,16,18,1,0.114958622,0.097860143,0
3250,F,33,30-39,0,0,13258,0,0,4,4,1,0.01159768,0.012766241,0
19192,M,44,40-49,0,0,13258,0,4,9,13,1,0.435486451,0.05847805,0
22756,F,51,50-59,0,0,13258,0,1,5,6,1,0.004959414,0.235626027,0
2608,M,52,50-59,0,0,13258,0,2,7,9,1,0.458895185,0.392980351,1
24209,M,60,60-69,0,0,13258,0,1,13,14,1,0.091311998,0.106532737,1
21973,F,61,60-69,0,0,13258,0,1,16,17,1,0.180091444,0.19950306,0
28849,M,61,60-69,0,0,13258,0,1,7,8,1,0.215312827,0.227538623,0
314,M,62,60-69,0,0,13258,0,0,13,13,1,0.688631487,0.0896048,2
28088,M,62,60-69,0,0,13258,0,1,23,24,1,0.016869465,0.139199644,0
4811,M,63,60-69,0,0,13258,0,2,9,11,1,0.010245876,0.264631568,0
9804,F,64,60-69,0,0,13258,0,0,3,3,1,0.302323256,0.020498907,0
15172,M,85,80-89,0,0,13258,0,0,3,3,1,0.079147899,0.005466302,0
21784,F,37,30-39,1,1,13258,0,2,5,7,1,0.0119995,0.380774615,0
10458,F,45,40-49,1,1,13258,0,2,3,5,1,0.528927745,0.180212014,0
31617,M,47,40-49,1,1,13258,0,1,5,6,1,0.257874213,0.130849666,2
7280,M,48,40-49,1,1,13258,0,8,12,20,1,0.246849694,0.525581912,0
733,F,51,50-59,1,1,13258,0,4,5,9,1,0.775096735,0.470609242,0
3154,M,51,50-59,1,1,13258,0,25,17,42,1,0.985389781,0.515205086,1
28500,M,59,50-59,1,1,13258,0,5,13,18,1,0.447785644,0.507457043,0
17998,F,61,60-69,1,1,13258,0,2,6,8,1,0.239944001,0.491167921,0
16041,F,63,60-69,1,1,13258,0,1,10,11,1,0.053610739,0.415821684,0
30768,M,65,60-69,1,1,13258,0,3,18,21,1,0.124577438,0.222348533,0
14728,M,69,60-69,1,1,13258,0,2,4,6,1,0.002688028,0.13440159,0
24574,M,34,30-39,2,2,13258,0,2,6,8,1,0.00470024,0.148791922,0
23328,M,36,30-39,2,2,13258,0,2,11,13,1,0.050444381,0.115234022,0
9123,M,39,30-39,2,2,13258,0,1,6,7,1,1.330677291,0.2531962,0
21959,F,55,50-59,2,2,13258,0,2,13,15,1,0.102526175,0.135868562,0
30493,F,57,50-59,2,2,13258,0,1,6,7,1,0.328933493,0.250197827,0
12582,M,64,60-69,2,2,13258,0,3,5,8,1,0.092678879,0.188578624,0
19447,M,37,30-39,3,3+,13258,0,4,8,12,1,0.03827647,0.162889948,0
24725,M,42,40-49,3,3+,13258,0,2,6,8,1,0.306925389,0.186090695,0
10324,F,47,40-49,3,3+,13258,0,1,4,5,1,0.259354807,0.031624012,0
12441,F,47,40-49,3,3+,13258,0,2,8,10,1,0.101415779,0.221463295,1
18886,F,48,40-49,3,3+,13258,0,2,5,7,1,0.969297433,0.287277219,0
22583,M,48,40-49,3,3+,13258,0,0,2,2,1,0.9999999,0.084333301,0
26223,M,49,40-49,3,3+,13258,0,1,7,8,1,0.9999999,0.090073723,1
26082,M,50,50-59,3,3+,13258,0,1,6,7,1,0.44474221,0.145329458,1
30055,M,56,50-59,3,3+,13258,0,2,3,5,1,0.375864343,0.278036598,0
2550,F,42,40-49,4,3+,13258,0,2,6,8,1,0.325201968,0.308712752,0
31595,M,48,40-49,4,3+,13258,0,3,6,9,1,0.036379564,0.313433731,0
8800,M,42,40-49,5,3+,13258,0,2,6,8,1,0.037338619,0.111237715,0
603,M,47,40-49,5,3+,13258,0,1,12,13,1,0.557846744,0.317812232,0
29119,F,38,30-39,0,0,13258,0,1,3,4,1,0.265746651,0.090965905,0
29256,F,48,40-49,0,0,13258,0,1,11,12,1,0.341462328,0.233931448,1
34492,M,51,50-59,0,0,13258,0,1,8,9,1,0.060737013,0.226630872,0
15563,M,53,50-59,0,0,13258,0,2,15,17,1,0.174754585,0.318124583,0
28997,M,54,50-59,0,0,13258,0,2,7,9,1,0.0,0.252223748,0
20539,F,58,50-59,0,0,13258,0,2,14,16,1,0.361207944,0.264136793,0
29681,F,60,60-69,0,0,13258,0,2,11,13,1,0.038170468,0.327638421,0
9038,F,64,60-69,0,0,13258,0,2,15,17,1,0.255193022,0.420278986,0
10919,F,64,60-69,0,0,13258,0,1,5,6,1,0.059747013,0.15040012,0
30142,M,64,60-69,0,0,13258,0,8,6,14,1,0.251904478,0.784120594,0
33585,M,69,60-69,0,0,13258,0,0,10,10,1,0.181609127,0.058929405,0
15486,F,72,70-79,0,0,13258,0,2,14,16,1,0.00309071,0.294700941,0
746,F,34,30-39,1,1,13258,0,0,7,7,1,0.929655335,0.009768174,2
26961,F,44,40-49,1,1,13258,0,2,5,7,1,0.276944611,0.317513224,0
6786,F,46,40-49,1,1,13258,0,1,9,10,1,0.181215201,0.162200969,0
13677,M,53,50-59,1,1,13258,0,7,11,18,1,0.346690354,0.481981462,0
25777,M,55,50-59,1,1,13258,0,3,5,8,1,0.413256196,0.226148148,0
17407,M,56,50-59,1,1,13258,0,2,7,9,1,0.070643597,0.294965399,0
2775,M,60,60-69,1,1,13258,0,2,18,20,1,0.405478201,0.443450345,0
31583,M,61,60-69,1,1,13258,0,1,5,6,1,1.020395921,0.166568838,4
9734,M,63,60-69,1,1,13258,0,2,14,16,1,0.628391648,0.18497072,3
23357,M,64,60-69,1,1,13258,0,1,6,7,1,0.0,0.074524275,0
14950,F,68,60-69,1,1,13258,0,2,4,6,1,0.028834383,0.19765349,0
12492,M,41,40-49,2,2,13258,0,1,3,4,1,0.278670871,0.13163038,0
31043,M,55,50-59,2,2,13258,0,2,1,3,1,0.056097195,0.237784148,0
9176,F,57,50-59,2,2,13258,0,2,18,20,1,0.368673358,0.254089545,0
12527,M,57,50-59,2,2,13258,0,2,7,9,1,0.117478465,0.178515309,1
25709,M,60,60-69,2,2,13258,0,2,9,11,1,0.454173558,0.443200936,0
21702,M,63,60-69,2,2,13258,0,2,11,13,1,0.073478611,0.136809748,1
8110,F,65,60-69,2,2,13258,0,1,3,4,1,0.674618764,0.171434131,0
18712,M,68,60-69,2,2,13258,0,0,16,16,1,0.023740133,0.120014322,0
33787,M,37,30-39,3,3+,13258,0,2,7,9,1,0.241409712,0.191080857,0
26785,M,50,50-59,3,3+,13258,0,2,7,9,1,0.368071919,0.258423957,0
7603,M,51,50-59,3,3+,13258,0,2,9,11,1,0.114290851,0.153593856,0
31895,M,41,40-49,4,3+,13258,0,1,4,5,1,0.0,0.155060562,0
28620,M,50,50-59,4,3+,13258,0,2,4,6,1,0.548729726,0.258760306,0
17476,F,52,50-59,4,3+,13258,0,1,8,9,1,0.076647943,0.077826332,0
21970,F,49,40-49,5,3+,13258,0,1,4,5,1,0.066338673,0.157673693,0
10493,F,58,50-59,5,3+,13258,0,4,6,10,1,0.092714115,0.204084571,0
25271,M,35,30-39,0,0,13258,0,0,7,7,1,0.9999999,0.021729933,0
34979,F,37,30-39,0,0,13258,0,6,4,10,1,0.03739626,0.489981316,3
13235,M,41,40-49,0,0,13258,0,4,11,15,1,0.00585705,0.681915904,0
29254,M,46,40-49,0,0,13258,0,2,16,18,1,0.0,0.231816504,0
15937,M,55,50-59,0,0,13258,0,3,25,28,1,0.373141222,0.158709751,1
32626,F,57,50-59,0,0,13258,0,4,7,11,1,0.247021998,0.447598103,0
12301,F,58,50-59,0,0,13258,0,3,10,13,1,0.142795354,0.326753113,0
512,M,60,60-69,0,0,13258,0,1,7,8,1,0.016015409,0.200840131,0
13513,F,62,60-69,0,0,13258,0,1,13,14,1,0.054659346,0.046905819,0
19390,F,62,60-69,0,0,13258,0,2,4,6,1,0.042998567,0.160055996,0
20795,M,63,60-69,0,0,13258,0,2,12,14,1,0.018357683,0.220404168,0
24275,M,63,60-69,0,0,13258,0,2,22,24,1,0.0,0.2904375,0
17797,M,64,60-69,0,0,13258,0,1,8,9,1,0.043815357,0.05695596,2
12609,M,66,60-69,0,0,13258,0,1,10,11,1,0.055021153,0.183871537,0
19256,F,73,70-79,0,0,13258,0,2,19,21,1,0.002937217,0.131171146,0
9011,M,36,30-39,1,1,13258,0,0,19,19,1,0.401014018,0.078264927,0
2505,M,41,40-49,1,1,13258,0,3,8,11,1,0.049164885,0.414623415,0
19294,M,53,50-59,1,1,13258,0,2,16,18,1,0.143679332,0.208782603,0
27080,M,55,50-59,1,1,13258,0,2,5,7,1,0.9999999,0.345133403,0
12768,M,59,50-59,1,1,13258,0,3,6,9,1,0.477398189,0.16247438,0
10956,F,61,60-69,1,1,13258,0,1,10,11,1,0.089438105,0.19405373,0
30271,M,67,60-69,1,1,13258,0,2,12,14,1,0.063878671,0.21224443,0
32554,M,70,70-79,1,1,13258,0,1,8,9,1,0.679753515,0.254904104,2
18851,M,40,40-49,2,2,13258,0,4,3,7,1,0.9999999,0.283167549,0
7478,F,42,40-49,2,2,13258,0,2,7,9,1,0.195844105,0.027091474,0
29143,M,44,40-49,2,2,13258,0,2,17,19,1,0.357743659,0.360831524,0
11147,M,47,40-49,2,2,13258,0,2,11,13,1,0.250085935,0.311745965,0
32737,M,47,40-49,2,2,13258,0,2,4,6,1,0.221725492,0.233670546,1
958,F,49,40-49,2,2,13258,0,2,5,7,1,0.0,0.210377201,0
34946,F,51,50-59,2,2,13258,0,2,17,19,1,0.585661738,0.389394233,1
11533,F,53,50-59,2,2,13258,0,2,20,22,1,0.698886614,0.358276121,0
2580,M,54,50-59,2,2,13258,0,2,12,14,1,0.162478363,0.31798254,0
3101,F,59,50-59,2,2,13258,0,1,7,8,1,0.0,0.342894692,0
35937,M,65,60-69,2,2,13258,0,0,9,9,1,0.007929864,0.00111106,0
25054,M,35,30-39,3,3+,13258,0,2,7,9,1,1.00559944,0.275046598,0
30981,F,48,40-49,3,3+,13258,0,3,7,10,1,0.724654641,0.329910953,2
10787,M,60,60-69,3,3+,13258,0,2,11,13,1,0.609114081,0.370541282,0
31815,M,50,50-59,4,3+,13258,0,1,6,7,1,0.100174849,0.241519223,0
21412,M,51,50-59,4,3+,13258,0,2,6,8,1,0.125047683,0.19968002,0
10504,F,37,30-39,5,3+,13258,0,1,8,9,1,0.063857782,0.221921166,0
861,F,34,30-39,0,0,13258,0,0,4,4,1,0.345819552,0.018349083,1
25999,F,35,30-39,0,0,13258,0,3,3,6,1,0.055180564,0.271194915,2
26498,F,35,30-39,0,0,13258,0,0,4,4,1,0.258997232,0.028079101,0
17430,F,36,30-39,0,0,13258,0,2,7,9,1,0.289236921,0.388502616,0
23656,F,38,30-39,0,0,13258,0,1,4,5,1,0.124480718,0.14605693,0
27164,F,44,40-49,0,0,13258,0,2,4,6,1,0.158865781,0.291542671,0
26240,M,47,40-49,0,0,13258,0,1,4,5,1,0.417504342,0.189044714,3
26529,M,48,40-49,0,0,13258,0,1,3,4,1,0.175621796,0.033405384,0
28664,F,50,50-59,0,0,13258,0,4,13,17,1,0.127395166,0.36166496,0
7967,M,51,50-59,0,0,13258,0,0,2,2,1,0.0,0.0,1
14188,M,57,50-59,0,0,13258,0,19,10,29,1,0.944615553,0.722842788,1
997,M,58,50-59,0,0,13258,0,3,15,18,1,0.948144709,0.501669881,0
8079,F,58,50-59,0,0,13258,0,2,14,16,1,0.848344356,0.858570001,0
9410,F,58,50-59,0,0,13258,0,2,15,17,1,0.02268012,0.369808534,0
14587,M,60,60-69,0,0,13258,0,1,22,23,1,0.024593422,0.177132735,1
4667,M,62,60-69,0,0,13258,0,3,16,19,1,0.0,0.637184925,0
35715,M,64,60-69,0,0,13258,0,2,8,10,1,0.040018666,0.181666054,0
